currentDirection,currentSpeed,secondarySwellDirection,secondarySwellHeight,secondarySwellPeriod,swellDirection,swellHeight,swellPeriod,waterTemperature,waveDirection,waveHeight,wavePeriod,windDirection,windSpeed,windWaveDirection,windWaveHeight,windWavePeriod,DateTime
,,210.86,0.12,24.04,107.58,0.89,6.56,,108.14,0.89,6.5,201.1,4.12,194.14,0.1,1.8,2026-07-08 22:00:00
,,213.45,0.12,23.97,107.64,0.88,6.61,,108.8,0.89,6.5,207.38,4.52,199.98,0.13,2,2026-07-08 23:00:00
,,219.99,0.13,23.94,107.94,0.88,6.65,,109.67,0.9,6.49,217.44,4.56,209.71,0.16,2.04,2026-07-09
,,228.75,0.15,23.94,108.59,0.88,6.65,,110.3,0.9,6.51,231.11,4.44,225.89,0.15,1.94,2026-07-09 01:00:00
,,237.25,0.16,23.94,109.08,0.88,6.67,,110.45,0.9,6.55,244.53,4.23,237.84,0.12,1.87,2026-07-09 02:00:00
,,245.77,0.16,23.9,109.29,0.88,6.71,,110.22,0.89,6.61,254.85,4.17,252.01,0.11,1.82,2026-07-09 03:00:00
,,250.72,0.15,23.88,109.14,0.88,6.77,,109.86,0.89,6.69,258.65,3.95,308.19,0.09,2.84,2026-07-09 04:00:00
,,250.35,0.15,23.93,108.9,0.88,6.85,,109.5,0.89,6.77,257.87,3.89,307.78,0.08,2.83,2026-07-09 05:00:00
,,231.79,0.14,2.7,108.68,0.88,6.93,,109,0.88,6.86,270.63,3.89,267.05,0.08,1.72,2026-07-09 06:00:00
,,260.14,0.14,25.08,108.27,0.88,7,,108.52,0.88,6.94,269.26,3.82,315.11,0.06,2.75,2026-07-09 07:00:00
,,255.8,0.14,25.06,107.8,0.87,7.06,,108.08,0.88,7.01,267.87,3.45,312.72,0.06,2.71,2026-07-09 08:00:00
,,254.31,0.14,2.6,107.47,0.87,7.12,,107.66,0.88,7.08,264.56,3.02,20.46,0.04,3.61,2026-07-09 09:00:00
,,250.72,0.13,2.48,107.19,0.87,7.16,,107.21,0.87,7.15,257.18,2.44,21,0.01,3.5,2026-07-09 10:00:00
,,249.55,0.12,2.51,106.79,0.86,7.22,,106.81,0.87,7.22,224.74,2.27,24.79,0.06,3.48,2026-07-09 11:00:00
,,281.54,0.14,2.33,106.61,0.87,7.24,,106.7,0.87,7.23,201.39,3.09,29.89,0.02,3.55,2026-07-09 12:00:00
,,318.42,0.03,2.3,106.38,0.86,7.29,,107.05,0.87,7.21,189.71,3.87,186.48,0.11,1.88,2026-07-09 13:00:00
,,307.49,0.03,2.31,105.85,0.85,7.36,,107.52,0.87,7.17,180.04,4.77,180.21,0.16,2.13,2026-07-09 14:00:00
,,307.54,0.03,2.31,105.42,0.84,7.41,,108.75,0.87,7.07,176.4,5.42,175.65,0.23,2.32,2026-07-09 15:00:00
,,307.55,0.03,2.31,105.19,0.83,7.45,,111.13,0.89,6.89,173.72,5.58,175.47,0.3,2.44,2026-07-09 16:00:00
,,318.84,0.02,2.31,105.89,0.83,7.39,,114.68,0.91,6.69,173.25,5.48,181.71,0.34,2.53,2026-07-09 17:00:00
,,102.01,0,25.04,107.22,0.83,7.31,,116.87,0.91,6.61,174.1,5.65,182.63,0.35,2.58,2026-07-09 18:00:00
,,82.5,0.01,1.99,109.79,0.82,7.13,,119.78,0.92,6.51,182.82,5.67,192.49,0.37,2.49,2026-07-09 19:00:00
,,82.5,0.01,1.98,111.65,0.82,7.03,,122.94,0.92,6.41,196.47,5.66,201.47,0.37,2.46,2026-07-09 20:00:00
,,96.38,0.02,2.19,112.82,0.8,7.01,,126.71,0.93,6.29,206.28,6.17,206.62,0.41,2.64,2026-07-09 21:00:00
,,96.36,0.02,2.19,115.32,0.79,6.91,,130.13,0.93,6.18,212.19,6.39,211.96,0.43,2.69,2026-07-09 22:00:00
,,95.96,0.02,2.19,117.52,0.78,6.84,,133.17,0.92,6.11,219.36,6,216.52,0.44,2.67,2026-07-09 23:00:00
,,169.52,0.35,3.96,121.58,0.81,6.7,,135.83,0.91,6.07,227.51,5.37,222.67,0.35,2.5,2026-07-10
,,175.41,0.36,3.96,124.73,0.78,6.52,,137.26,0.87,5.99,231.38,4.64,230.24,0.29,2.3,2026-07-10 01:00:00
,,189.94,0.35,3.48,129.19,0.79,6.39,,137.45,0.85,6.04,234.3,4.17,271.77,0.21,3.19,2026-07-10 02:00:00
,,188.32,0.4,3.77,131.45,0.78,6.35,,136.49,0.81,6.13,239.69,3.54,284.89,0.16,3.01,2026-07-10 03:00:00
,,188.41,0.38,3.8,132.02,0.76,6.37,,135.14,0.78,6.23,246.26,3.21,282.81,0.12,2.86,2026-07-10 04:00:00
,,186.91,0.36,3.84,131.45,0.73,6.43,,133.68,0.75,6.31,249.53,2.98,293.19,0.09,2.79,2026-07-10 05:00:00
,,187.13,0.33,3.85,130.82,0.71,6.48,,131.97,0.72,6.43,263.8,2.45,22.55,0.05,3.64,2026-07-10 06:00:00
,,186.02,0.31,3.86,129.55,0.69,6.53,,130.01,0.69,6.5,279.73,2.36,20.68,0.06,3.57,2026-07-10 07:00:00
,,184.59,0.27,3.87,127.7,0.66,6.6,,127.99,0.67,6.58,291.49,2.32,19.6,0.1,3.56,2026-07-10 08:00:00
,,183.41,0.25,3.87,126,0.64,6.67,,126.03,0.64,6.67,295.36,2.46,19.18,0.04,3.5,2026-07-10 09:00:00
,,181.83,0.24,3.87,124.14,0.62,6.75,,124.14,0.62,6.75,317.27,3.01,30.09,0.03,3.86,2026-07-10 10:00:00
,,180.27,0.22,3.86,122.38,0.6,6.83,,122.38,0.6,6.83,335.47,3,30.09,0.05,3.86,2026-07-10 11:00:00
,,178.61,0.2,3.85,120.8,0.58,6.91,,120.79,0.58,6.91,359.94,2.79,30.09,0.02,3.86,2026-07-10 12:00:00
,,177.48,0.19,3.8,119.26,0.57,6.98,,119.26,0.57,6.98,19.13,3.12,30.1,0.02,3.86,2026-07-10 13:00:00
,,175.53,0.18,3.8,116.81,0.57,6.98,,116.81,0.57,6.98,28.17,3.21,30.1,0,3.86,2026-07-10 14:00:00
,,174.06,0.17,3.81,115.35,0.56,7.08,,115.27,0.57,7.05,35.73,2.7,34.24,0.03,2.58,2026-07-10 15:00:00
,,172.32,0.16,3.82,114.32,0.56,7.12,,114.33,0.56,7.12,47.09,1.71,30.09,0,3.86,2026-07-10 16:00:00
,,170.02,0.16,3.81,113.69,0.55,7.2,,113.69,0.55,7.2,106.36,1.07,30.09,0,3.86,2026-07-10 17:00:00
,,164.38,0.14,4.02,113.15,0.53,7.46,,113.15,0.53,7.46,191.26,0.84,148.25,0,3.88,2026-07-10 18:00:00
,,163.95,0.14,4.03,113,0.52,7.47,,113,0.52,7.47,229.16,1.26,148.25,0,3.87,2026-07-10 19:00:00
,,163.46,0.15,4.04,112.92,0.52,7.5,,112.92,0.52,7.5,281.14,1.18,148.25,0,3.87,2026-07-10 20:00:00
,,162.99,0.15,4.03,112.72,0.5,7.46,,112.72,0.5,7.46,324.72,1.89,30.1,0,3.86,2026-07-10 21:00:00
,,162.44,0.13,4.04,112.53,0.5,7.55,,112.54,0.51,7.55,341.49,3.06,30.09,0.03,3.86,2026-07-10 22:00:00
,,41.42,0.09,2.18,111.64,0.51,7.5,,111.58,0.51,7.48,351.3,3.75,21.18,0.03,3.53,2026-07-10 23:00:00
,,359.22,0.12,20.58,111.09,0.5,7.48,,110.61,0.51,7.42,351.76,3.73,23.72,0.03,3.58,2026-07-11
,,3.03,0.13,23.04,110.36,0.5,7.47,,109.11,0.51,7.36,351.07,3.39,24.38,0.04,3.61,2026-07-11 01:00:00
,,27.23,0.13,2.57,109.83,0.5,7.49,,108.09,0.51,7.37,348.64,2.97,25.08,0.04,3.62,2026-07-11 02:00:00
,,19.83,0.14,2.46,109.06,0.5,7.51,,107.5,0.51,7.4,338.56,2.8,24.82,0.04,3.62,2026-07-11 03:00:00
,,16.93,0.14,2.51,108.12,0.51,7.53,,107.24,0.51,7.46,334.57,2.9,23.97,0.03,3.58,2026-07-11 04:00:00
,,19.12,0.14,2.6,107.57,0.51,7.57,,107.2,0.51,7.53,331.5,2.79,22.62,0.02,3.55,2026-07-11 05:00:00
,,22.25,0.12,2.74,107.46,0.5,7.8,,107.28,0.5,7.77,337.12,2.45,25.27,0.02,3.51,2026-07-11 06:00:00
,,28.11,0.14,2.95,107.78,0.5,7.81,,106.95,0.5,7.74,351.34,2.6,26.6,0.03,3.59,2026-07-11 07:00:00
,,160.37,0.12,4.73,107.64,0.5,7.77,,104.92,0.51,7.56,12.77,3.06,22.06,0.07,2.77,2026-07-11 08:00:00
,,32.09,0.12,3.17,106.69,0.5,7.73,,101.73,0.52,7.33,29.97,3.38,27.73,0.13,1.89,2026-07-11 09:00:00
,,27.4,0.18,2.84,102.74,0.51,7.42,,100.67,0.52,7.26,47.19,2.99,36.1,0.07,2.73,2026-07-11 10:00:00
,,33.78,0.2,2.84,100.97,0.52,7.28,,100.75,0.52,7.26,64.93,2.5,31.7,0.02,3.52,2026-07-11 11:00:00
,,39.1,0.21,2.87,101.2,0.51,7.29,,101.2,0.51,7.29,93.38,2.06,30.09,0,3.86,2026-07-11 12:00:00
,,38.89,0.21,2.94,102.16,0.51,7.24,,102.16,0.51,7.23,123.22,2.53,60.77,0.01,2.94,2026-07-11 13:00:00
,,39.16,0.2,3,103.6,0.51,7.25,,104.15,0.51,7.1,144.25,3.53,126.05,0.07,2.12,2026-07-11 14:00:00
,,40.93,0.19,3.03,104.27,0.5,7.33,,106.52,0.52,6.98,155.11,4.28,136.87,0.12,2.34,2026-07-11 15:00:00
,,42.42,0.19,3.04,105.5,0.49,7.33,,108.4,0.51,6.93,163.38,4.17,156.23,0.13,1.97,2026-07-11 16:00:00
,,43.05,0.18,3.06,106.7,0.49,7.34,,110.46,0.51,6.89,170.48,3.98,164.83,0.14,2.03,2026-07-11 17:00:00
,,44.99,0.17,3.11,111.4,0.49,7.11,,111.46,0.49,7.08,178.96,3.5,186.33,0.04,1.52,2026-07-11 18:00:00
,,45.19,0.16,3.11,111.47,0.48,7.19,,111.46,0.48,7.19,173.92,2.87,30.1,0,3.86,2026-07-11 19:00:00
,,49.54,0.16,3.05,111.58,0.48,7.28,,111.58,0.48,7.28,180.16,2.32,30.1,0,3.86,2026-07-11 20:00:00
,,49.72,0.15,3.05,111.77,0.47,7.36,,111.78,0.47,7.36,206.01,1.77,30.09,0,3.86,2026-07-11 21:00:00
,,49.9,0.14,3.05,111.95,0.46,7.44,,111.95,0.46,7.44,259.22,1.33,30.1,0.03,3.86,2026-07-11 22:00:00
,,50.09,0.13,3.03,112.19,0.45,7.51,,112.19,0.45,7.51,296.31,1.52,30.1,0.03,3.86,2026-07-11 23:00:00
,,50.28,0.13,3.02,112.33,0.44,7.57,,112.34,0.44,7.57,329.41,1.99,30.09,0.08,3.86,2026-07-12
,,50.48,0.12,3.01,112.46,0.43,7.63,,112.46,0.44,7.63,344.93,2.54,30.09,0.07,3.86,2026-07-12 01:00:00
,,50.31,0.13,3,112.07,0.43,7.58,,112.07,0.43,7.58,354.62,3.1,30.09,0.07,3.86,2026-07-12 02:00:00
,,50.97,0.15,3.01,110.97,0.42,7.49,,110.92,0.43,7.47,357.87,3.54,23.19,0.08,3.5,2026-07-12 03:00:00
,,51.92,0.16,3.06,110.31,0.42,7.54,,109.71,0.43,7.44,0.03,3.6,0.3,0.1,1.59,2026-07-12 04:00:00
,,131.75,0.17,11.72,110.46,0.41,7.62,,108.82,0.43,7.44,3.4,3.55,8.54,0.12,1.68,2026-07-12 05:00:00
,,131.13,0.18,11.55,109.99,0.41,7.92,,103.85,0.43,7.33,8.36,3.88,17.82,0.13,1.97,2026-07-12 06:00:00
,,131.26,0.18,11.57,109.61,0.4,7.91,,100.61,0.44,7.15,8.25,3.76,15.62,0.18,2.04,2026-07-12 07:00:00
,,129.72,0.19,11.59,108.36,0.41,7.84,,97.75,0.45,7,12.08,3.52,19.49,0.17,2.06,2026-07-12 08:00:00
,,129.1,0.19,11.46,104.72,0.42,7.53,,96.31,0.45,6.93,18.59,3.21,28.29,0.12,2.97,2026-07-12 09:00:00
,,35.3,0.23,2.88,101.48,0.43,7.3,,96.36,0.45,6.94,26.53,2.6,29.79,0.1,2.83,2026-07-12 10:00:00
,,35.6,0.24,2.9,100.11,0.44,7.23,,97.25,0.45,7.01,43.36,2.05,34.38,0.07,2.73,2026-07-12 11:00:00
,,37.95,0.24,2.92,99.74,0.43,7.17,,98.6,0.44,7.06,79.82,1.81,41.67,0.05,2.65,2026-07-12 12:00:00
,,41.02,0.25,2.94,99.75,0.45,7.04,,99.75,0.45,7.02,117.78,2.21,52.84,0.02,2.94,2026-07-12 13:00:00
,,93.23,0.25,7.67,102.68,0.45,7.26,,103.12,0.46,7.1,140.06,3.1,118.09,0.07,2.07,2026-07-12 14:00:00
,,93.21,0.25,7.68,104.25,0.45,7.38,,105.99,0.46,7.03,155.75,3.97,131.52,0.1,2.22,2026-07-12 15:00:00
,,93.13,0.25,7.69,105.83,0.44,7.31,,108.38,0.45,6.93,166.21,4.31,144.13,0.1,2.25,2026-07-12 16:00:00
,,92.05,0.24,7.63,107.66,0.43,7.22,,111.27,0.45,6.79,175.74,4.34,165.73,0.12,1.96,2026-07-12 17:00:00
,,92.07,0.23,7.6,113.16,0.43,6.97,,113.71,0.43,6.86,194.16,3.93,191.11,0.06,1.62,2026-07-12 18:00:00
,,92.14,0.23,7.58,113.94,0.41,6.95,,114.1,0.42,6.91,192.46,3.72,167.04,0.03,2.47,2026-07-12 19:00:00
,,92.12,0.21,7.25,114.14,0.4,7.07,,114.82,0.41,6.94,186.99,3.86,187.77,0.06,1.64,2026-07-12 20:00:00
,,91.04,0.19,7.2,113.74,0.39,7.23,,116.93,0.4,6.88,185.51,4.06,181.74,0.1,1.9,2026-07-12 21:00:00
,,91.09,0.19,7.19,115.29,0.38,7.22,,119.82,0.4,6.78,191.11,3.96,187.26,0.11,1.9,2026-07-12 22:00:00
,,91.14,0.18,7.18,116.34,0.38,7.22,,124.09,0.4,6.6,199.07,4.2,198.17,0.14,2.01,2026-07-12 23:00:00
,,202.18,0.14,24,117.77,0.37,7.22,,127.55,0.41,6.49,206.58,4.38,205.59,0.15,2.07,2026-07-13
,,207.29,0.16,23.97,121.36,0.38,7.07,,130.26,0.41,6.44,212.53,4.35,210.72,0.14,2,2026-07-13 01:00:00
,,160.36,0.16,2.71,122.54,0.38,7.08,,132.33,0.41,6.42,217.48,4.47,216.55,0.15,2.03,2026-07-13 02:00:00
,,160.01,0.15,2.74,122.56,0.37,7.18,,134.49,0.41,6.39,220.47,4.45,219.14,0.16,2.1,2026-07-13 03:00:00
,,164.99,0.16,2.78,125.59,0.38,7.04,,136.24,0.41,6.38,222.7,4.1,222.19,0.15,2.01,2026-07-13 04:00:00
,,177.54,0.18,2.79,128.77,0.38,6.94,,136.45,0.41,6.45,217.74,3.83,220.46,0.13,1.87,2026-07-13 05:00:00
,,172.38,0.17,2.83,129.71,0.37,7.12,,138.62,0.4,6.53,231.73,3.89,229.47,0.14,1.94,2026-07-13 06:00:00
,,199.9,0.18,2.76,133.06,0.38,6.97,,137.94,0.4,6.62,229.56,3.4,229.26,0.1,1.75,2026-07-13 07:00:00
,,177.85,0.16,3.01,130.54,0.37,7.15,,137.49,0.39,6.67,218.3,3.54,215.59,0.12,1.85,2026-07-13 08:00:00
,,167.5,0.15,3.27,127.66,0.36,7.37,,138.48,0.39,6.6,206.62,3.79,207.72,0.15,2.02,2026-07-13 09:00:00
,,54.03,0.07,3.26,127.1,0.35,7.43,,139.97,0.4,6.46,194.92,4.14,197.89,0.17,2.09,2026-07-13 10:00:00
,,262.94,0.07,2.44,124.8,0.34,7.62,,142.97,0.42,6.14,185.98,4.94,187.97,0.22,2.29,2026-07-13 11:00:00
,,54.88,0.06,3.21,121.41,0.33,7.91,,149.28,0.46,5.56,183.45,5.67,183.24,0.31,2.5,2026-07-13 12:00:00
,,53.31,0.05,3.25,120.68,0.33,7.99,,156.35,0.52,4.94,179.37,6.19,179.53,0.4,2.69,2026-07-13 13:00:00
,,52.27,0.05,3.24,120.29,0.32,8.03,,161.37,0.62,4.45,177.85,6.87,175.9,0.52,2.94,2026-07-13 14:00:00
,,53.06,0.04,3.27,121.04,0.32,7.91,,164.36,0.75,4.15,175.62,7.47,172.89,0.68,3.23,2026-07-13 15:00:00
,,33.59,0.03,3.15,120.69,0.32,7.77,,165.69,0.91,4.11,173.4,8.1,171.39,0.85,3.54,2026-07-13 16:00:00
,,58.24,0.04,3.77,120.95,0.37,6.92,,167.71,1.06,4.22,175.8,8.44,173.96,0.99,3.8,2026-07-13 17:00:00
,,65.8,0.03,4.7,134.05,0.54,5.91,,168.62,1.08,4.41,183.24,7.84,180.49,0.93,3.84,2026-07-13 18:00:00
,,113.07,0.23,9.6,141.26,0.65,5.7,,170.23,1.09,4.53,188.13,7.1,187.45,0.85,3.74,2026-07-13 19:00:00
,,113.7,0.22,9.58,145.24,0.7,5.61,,172.15,1.08,4.61,196.38,6.66,194.58,0.78,3.63,2026-07-13 20:00:00
,,114.61,0.21,9.61,148.97,0.72,5.58,,174.46,1.07,4.66,205.66,6.67,201.5,0.73,3.48,2026-07-13 21:00:00
,,115.23,0.21,9.59,151.2,0.72,5.61,,177.24,1.06,4.69,212.27,6.89,206.36,0.72,3.49,2026-07-13 22:00:00
,,111.94,0.2,9.62,154.01,0.72,5.6,,180.72,1.05,4.69,219.61,6.97,211.75,0.71,3.47,2026-07-13 23:00:00
,,112.14,0.2,9.62,159.17,0.66,5.55,,183.88,1.02,4.7,225.34,6.78,218.26,0.69,3.35,2026-07-14
,,112.43,0.19,9.62,162.95,0.66,5.52,,186.23,0.98,4.72,227.83,6.51,223.89,0.64,3.26,2026-07-14 01:00:00
,,113.27,0.19,9.63,166.5,0.64,5.51,,188.06,0.94,4.74,231.28,6.29,227.77,0.59,3.14,2026-07-14 02:00:00
,,113.49,0.19,9.62,170.38,0.71,5.45,,189.57,0.89,4.76,241.91,5.99,234.19,0.5,3,2026-07-14 03:00:00
,,114.65,0.2,9.6,173.76,0.61,5.41,,190.85,0.85,4.78,246.3,5.61,240.81,0.48,2.86,2026-07-14 04:00:00
,,115.8,0.2,9.55,176.34,0.67,5.39,,191.64,0.8,4.81,246.59,5.34,244.1,0.39,2.71,2026-07-14 05:00:00
,,116.14,0.2,9.59,180.33,0.66,5.37,,190.74,0.74,4.9,240.68,4.99,244.63,0.31,2.48,2026-07-14 06:00:00
,,116.93,0.2,9.56,179.19,0.61,5.43,,190.67,0.7,4.92,250.19,5.11,247.18,0.3,2.48,2026-07-14 07:00:00
,,116.92,0.2,9.57,179.93,0.59,5.42,,190.55,0.66,4.96,258.94,4.75,254.04,0.26,2.33,2026-07-14 08:00:00
,,117.18,0.2,9.59,183.78,0.58,5.31,,189.17,0.61,5.04,267.29,4.19,259.39,0.17,1.96,2026-07-14 09:00:00
,,117.3,0.2,9.57,185,0.56,5.25,,186.24,0.57,5.18,244.41,3.41,20.42,0.05,3.65,2026-07-14 10:00:00
,,117.79,0.2,9.55,182.43,0.52,5.41,,183.15,0.53,5.31,233.84,4.34,224.78,0.09,1.72,2026-07-14 11:00:00
,,117.9,0.2,9.58,175.01,0.47,5.79,,181.41,0.51,5.32,219.42,5.43,221.6,0.19,2.25,2026-07-14 12:00:00
,,118.65,0.2,9.5,170.43,0.44,6.07,,180.65,0.51,5.31,215.92,6.45,216.56,0.24,2.37,2026-07-14 13:00:00
,,118.7,0.2,9.58,168.54,0.42,6.15,,179.96,0.5,5.22,212.59,6,208.84,0.25,2.33,2026-07-14 14:00:00
,,118.91,0.2,9.56,168.83,0.4,6.06,,178.96,0.49,5.15,205.05,5.02,204.59,0.25,2.26,2026-07-14 15:00:00
,,118.92,0.22,9.57,167.49,0.4,5.94,,177.6,0.49,5.13,199.44,4.34,204.48,0.22,2.13,2026-07-14 16:00:00
,,119.42,0.19,9.58,166.34,0.4,5.81,,176.59,0.5,5.13,193.43,4.63,207.56,0.19,3.13,2026-07-14 17:00:00
,,119.83,0.19,9.63,167.98,0.38,5.67,,176.6,0.5,5.13,191.92,3.93,237.97,0.21,3.13,2026-07-14 18:00:00
,,119.66,0.19,9.69,168.93,0.38,5.6,,176.82,0.5,5.14,203.17,4.68,216.64,0.23,2.13,2026-07-14 19:00:00
,,119.76,0.18,9.77,166.13,0.37,5.74,,179.67,0.5,4.98,213.92,5.13,223.27,0.28,2.38,2026-07-14 20:00:00
,,119.55,0.17,9.55,163.21,0.35,5.8,,186.97,0.52,4.61,216.98,5.66,221.87,0.35,2.61,2026-07-14 21:00:00
,,119.79,0.16,9.42,161.02,0.34,5.92,,193.91,0.57,4.35,225.21,5.91,222.42,0.42,2.77,2026-07-14 22:00:00
,,120.22,0.16,9.43,167.71,0.36,5.65,,198.02,0.61,4.28,231.44,6.25,226.34,0.45,2.76,2026-07-14 23:00:00
,,120.59,0.16,9.47,174.8,0.39,5.41,,200.35,0.64,4.31,245.85,5.81,230.27,0.44,2.73,2026-07-15
,,120.27,0.15,9.51,185.52,0.43,4.99,,202.01,0.64,4.37,267.87,4.79,246.67,0.37,2.47,2026-07-15 01:00:00
,,120.71,0.15,9.53,195.86,0.56,4.75,,201.31,0.61,4.51,289.64,4.64,264.54,0.2,2.02,2026-07-15 02:00:00
,,121.16,0.15,9.55,197.56,0.56,4.78,,199.12,0.58,4.68,287.05,4.18,311.95,0.1,2.8,2026-07-15 03:00:00
,,121.57,0.15,9.57,196.02,0.53,4.87,,196.77,0.55,4.83,286.64,4.06,20.62,0.1,3.64,2026-07-15 04:00:00
,,121.93,0.14,9.59,194.07,0.5,5,,194.36,0.51,4.98,288.71,4.08,19.87,0.08,3.57,2026-07-15 05:00:00
,,122.93,0.14,9.66,192.02,0.48,5.19,,192.01,0.48,5.19,271.09,3.57,21.1,0.01,3.48,2026-07-15 06:00:00
,,123.98,0.14,9.65,190.07,0.45,5.37,,192.17,0.46,5.2,276.73,5.06,268,0.1,1.84,2026-07-15 07:00:00
,,124.21,0.14,9.66,186.19,0.42,5.58,,194.51,0.45,5.15,287.07,5.74,277.92,0.17,2.11,2026-07-15 08:00:00
,,124.54,0.14,9.63,184.21,0.39,5.7,,194.66,0.44,5.19,291.51,5.73,288.04,0.19,2.11,2026-07-15 09:00:00
,,124.75,0.14,9.49,179.3,0.37,5.97,,206.42,0.45,4.97,294.61,6.2,294.18,0.25,2.33,2026-07-15 10:00:00
,,125.71,0.15,9.44,177.6,0.35,6.12,,216.27,0.45,4.9,293.42,6.1,294.78,0.27,2.34,2026-07-15 11:00:00
,,128.16,0.15,9.34,175.27,0.34,6.27,,222.29,0.44,4.91,287.62,6.33,291.77,0.28,2.39,2026-07-15 12:00:00
,,128,0.15,9.36,170.71,0.32,6.63,,233.85,0.45,4.76,288.1,6.79,291.8,0.31,2.48,2026-07-15 13:00:00
,,127.79,0.14,9.37,169.65,0.3,6.8,,249.25,0.48,4.54,293.73,7.28,294.74,0.36,2.56,2026-07-15 14:00:00
,,176.33,0.13,4.6,170.9,0.29,6.74,,259.54,0.49,4.43,293.77,7.49,295.43,0.4,2.62,2026-07-15 15:00:00
,,174.88,0.12,4.66,180.9,0.3,6.51,,264.3,0.5,4.43,293.07,7.69,294.94,0.39,2.63,2026-07-15 16:00:00
,,173.89,0.12,4.71,218.08,0.29,5.96,,264.48,0.48,4.56,292.67,7.02,296.58,0.37,2.49,2026-07-15 17:00:00
,,173.14,0.1,4.93,163.45,0.27,7.01,,268.77,0.5,4.4,296.02,6.81,290.86,0.41,2.72,2026-07-15 18:00:00
,,171.73,0.1,4.98,202.02,0.24,6.33,,268.65,0.5,4.48,298.36,5.88,293.69,0.43,2.63,2026-07-15 19:00:00
,,171.09,0.1,5.01,229.99,0.29,5.89,,264.93,0.47,4.69,297.69,5.49,297.12,0.35,2.42,2026-07-15 20:00:00
,,126.22,0.14,9.6,240.46,0.35,5.67,,258.5,0.44,4.97,297.56,5.03,299.97,0.23,2.08,2026-07-15 21:00:00
,,125.91,0.14,9.65,233.16,0.36,5.91,,250.86,0.42,5.27,295.4,4.67,298.93,0.19,2.04,2026-07-15 22:00:00
,,125.57,0.14,9.68,218.4,0.31,6.29,,244.66,0.4,5.46,285.93,4.76,292.78,0.21,2.08,2026-07-15 23:00:00
,,125.11,0.14,9.71,213.75,0.31,6.4,,237.45,0.38,5.63,279.05,4.72,284.23,0.19,2.04,2026-07-16
,,124.77,0.14,9.73,200.26,0.29,6.66,,228.67,0.37,5.77,274.96,4.9,276.96,0.2,2.11,2026-07-16 01:00:00
,,123.87,0.09,16.79,164.89,0.25,7.14,,224.56,0.37,5.72,273.64,5.13,273.82,0.25,2.26,2026-07-16 02:00:00
,,123.81,0.09,16.72,149.65,0.23,7.67,,226.03,0.37,5.6,273.63,5.3,274.32,0.29,2.36,2026-07-16 03:00:00
,,123.78,0.09,16.67,148.14,0.22,7.95,,231.9,0.39,5.41,272.95,5.44,275.65,0.31,2.4,2026-07-16 04:00:00
,,123.77,0.1,16.62,150.95,0.22,7.92,,237.9,0.4,5.28,272.32,5.47,276.78,0.33,2.42,2026-07-16 05:00:00
,,123.52,0.1,16.02,180.4,0.21,7.18,,231.4,0.38,5.62,270.4,4.86,275.38,0.31,2.25,2026-07-16 06:00:00
,,123.51,0.11,16,199.01,0.24,6.83,,223.02,0.36,5.85,262.69,4.78,269.54,0.24,2.06,2026-07-16 07:00:00
,,123.5,0.11,15.98,194.21,0.26,7.01,,212.04,0.35,6.09,253.54,4.73,259.94,0.21,2.05,2026-07-16 08:00:00
,,123.39,0.12,9.54,179.31,0.29,7.37,,203.28,0.35,6.19,246.34,4.97,250.71,0.18,2.15,2026-07-16 09:00:00
,,123.24,0.12,9.53,174.64,0.28,7.57,,197.47,0.34,6.19,242.26,5.42,243.04,0.19,2.2,2026-07-16 10:00:00
,,123.13,0.12,9.52,163.16,0.27,8.05,,197.67,0.35,6.03,246.16,5.73,242.69,0.22,2.29,2026-07-16 11:00:00
,,123.04,0.12,9.5,164.83,0.28,7.95,,199.2,0.36,5.84,254.1,5.87,243.56,0.23,2.29,2026-07-16 12:00:00
,,122.99,0.12,9.49,175.63,0.26,7.4,,198.13,0.36,5.84,262.52,5.74,247.09,0.25,2.2,2026-07-16 13:00:00
,,123.4,0.12,15.94,179.43,0.3,7.21,,191.08,0.36,6.12,259.18,5.5,248.42,0.18,2.06,2026-07-16 14:00:00
,,123.14,0.12,9.52,162.22,0.27,7.87,,191.06,0.37,6.06,258.38,6.21,253.47,0.24,2.27,2026-07-16 15:00:00
,,123.27,0.12,9.52,160.26,0.28,7.63,,209.46,0.4,5.46,289.18,7.1,272.57,0.27,2.42,2026-07-16 16:00:00
,,123.42,0.12,9.52,169.44,0.27,6.98,,238.75,0.44,4.95,323.53,7.47,300.07,0.34,2.5,2026-07-16 17:00:00
,,123.85,0.12,9.55,174.08,0.29,6.73,,303.32,0.54,4.28,316.8,6.94,320.59,0.45,2.73,2026-07-16 18:00:00
,,124.08,0.11,9.56,138.49,0.25,6.47,,308.18,0.55,4.26,304.39,6.61,312.77,0.49,2.76,2026-07-16 19:00:00
,,166.68,0.11,4.45,120.61,0.26,6.38,,307.27,0.55,4.32,304.09,6.21,309.99,0.49,2.77,2026-07-16 20:00:00
,,170.39,0.12,4.46,305.16,0.33,5.64,,304.73,0.53,4.55,301.03,5.15,306.78,0.37,2.45,2026-07-16 21:00:00
,,123.63,0.14,15.14,286.21,0.4,5.4,,296.91,0.49,4.86,292.03,4.45,298.48,0.23,2.05,2026-07-16 22:00:00
,,123.31,0.14,15.06,276.21,0.39,5.44,,277.32,0.46,5.2,275.57,4.14,280.79,0.16,1.8,2026-07-16 23:00:00
